years,Category,comments,views
2006,technology/science,99,358304
2006,technology/science,99,358304
2006,technology/science,99,358304
2006,society,99,358304
2006,society,99,358304
2006,culture,325,2702470
2006,culture,325,2702470
2006,culture,325,2702470
2006,culture,325,2702470
2006,education,325,2702470
2006,education,325,2702470
2006,personal/work,305,1628912
2006,culture,305,1628912
2006,culture,305,1628912
2006,culture,305,1628912
2006,culture,305,1628912
2006,education,305,1628912
2006,education,88,1415724
2006,environment/nature,88,1415724
2006,society,88,1415724
2006,technology/science,88,1415724
2006,technology/science,88,1415724
2006,technology/science,88,1415724
2006,technology/science,88,1415724
2006,personal/work,88,1415724
2006,technology/science,163,1074081
2006,technology/science,163,1074081
2006,personal/work,163,1074081
2006,technology/science,163,1074081
2006,technology/science,163,1074081
2006,technology/science,163,1074081
2006,environment/nature,163,1074081
2006,technology/science,163,1074081
2006,technology/science,163,1074081
2006,personal/work,84,1106561
2006,personal/work,84,1106561
2006,culture,84,1106561
2006,technology/science,84,1106561
2006,culture,84,1106561
2006,technology/science,84,1106561
2006,technology/science,84,1106561
2006,technology/science,84,1106561
2006,personal/work,108,966439
2006,personal/work,108,966439
2006,culture,108,966439
2006,technology/science,108,966439
2006,education,108,966439
2006,technology/science,108,966439
2006,technology/science,108,966439
2006,personal/work,185,6141440
2006,culture,185,6141440
2006,personal/work,185,6141440
2006,culture,185,6141440
2006,culture,185,6141440
2006,technology/science,185,6141440
2006,culture,185,6141440
2006,culture,185,6141440
2006,culture,185,6141440
2006,technology/science,185,6141440
2006,personal/work,50,518624
2006,personal/work,50,518624
2006,personal/work,50,518624
2006,culture,50,518624
2006,technology/science,50,518624
2006,culture,50,518624
2006,technology/science,50,518624
2006,personal/work,50,518624
2006,technology/science,556,9260764
2006,culture,556,9260764
2006,technology/science,556,9260764
2006,technology/science,556,9260764
2006,personal/work,556,9260764
2006,technology/science,556,9260764
2006,personal/work,556,9260764
2006,technology/science,556,9260764
2006,culture,117,1131864
2006,culture,117,1131864
2006,society,117,1131864
2006,society,117,1131864
2006,personal/work,117,1131864
2006,culture,117,1131864
2006,personal/work,117,1131864
2006,society,117,1131864
2006,society,117,1131864
2006,environment/nature,184,1096862
2006,society,184,1096862
2006,culture,184,1096862
2006,environment/nature,184,1096862
2006,society,184,1096862
2006,society,184,1096862
2006,society,184,1096862
2006,society,184,1096862
2006,technology/science,184,1096862
2006,society,507,2885999
2006,society,507,2885999
2006,society,507,2885999
2006,society,507,2885999
2006,society,507,2885999
2006,society,507,2885999
2006,society,507,2885999
2006,society,507,2885999
2006,personal/work,95,2863214
2006,society,95,2863214
2006,culture,95,2863214
2006,society,95,2863214
2006,personal/work,95,2863214
2006,technology/science,95,2863214
2006,personal/work,355,7023562
2006,personal/work,355,7023562
2006,technology/science,355,7023562
2006,culture,355,7023562
2006,technology/science,355,7023562
2006,technology/science,355,7023562
2006,technology/science,355,7023562
2006,culture,355,7023562
2006,personal/work,355,7023562
2006,personal/work,970,14689301
2006,personal/work,970,14689301
2006,personal/work,970,14689301
2006,culture,970,14689301
2006,technology/science,970,14689301
2006,personal/work,970,14689301
2006,technology/science,970,14689301
2006,technology/science,970,14689301
2006,personal/work,991,10000702
2006,personal/work,991,10000702
2006,culture,991,10000702
2006,personal/work,991,10000702
2006,technology/science,991,10000702
2006,personal/work,991,10000702
2006,personal/work,991,10000702
2006,personal/work,991,10000702
2006,technology/science,991,10000702
2006,technology/science,213,1030267
2006,society,213,1030267
2006,society,213,1030267
2006,society,213,1030267
2006,society,213,1030267
2006,education,213,1030267
2006,society,612,3277740
2006,society,612,3277740
2006,society,612,3277740
2006,society,612,3277740
2006,society,612,3277740
2006,society,612,3277740
2006,society,612,3277740
2006,society,612,3277740
2006,environment/nature,74,503517
2006,personal/work,74,503517
2006,personal/work,74,503517
2006,culture,74,503517
2006,society,74,503517
2006,society,74,503517
2006,society,74,503517
2006,society,74,503517
2006,society,74,503517
2006,society,74,503517
2006,society,74,503517
2006,technology/science,74,503517
2006,society,74,503517
2006,society,58,705389
2006,personal/work,58,705389
2006,personal/work,58,705389
2006,culture,58,705389
2006,society,58,705389
2006,society,58,705389
2006,society,58,705389
2006,society,58,705389
2006,society,58,705389
2006,society,58,705389
2006,personal/work,43,580891
2006,culture,43,580891
2006,society,43,580891
2006,technology/science,43,580891
2006,culture,43,580891
2006,technology/science,43,580891
2006,personal/work,67,809226
2006,personal/work,67,809226
2006,culture,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,67,809226
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,personal/work,186,2028451
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,technology/science,186,2028451
2006,environment/nature,57,745231
2006,culture,57,745231
2006,technology/science,57,745231
2006,technology/science,57,745231
2006,personal/work,57,745231
2006,personal/work,57,745231
2006,culture,57,745231
2006,technology/science,57,745231
2006,personal/work,57,745231
2006,technology/science,112,718649
2006,society,112,718649
2006,personal/work,112,718649
2006,culture,112,718649
2006,society,112,718649
2006,society,112,718649
2006,society,112,718649
2006,society,112,718649
2006,education,58,975107
2006,culture,58,975107
2006,society,58,975107
2006,culture,58,975107
2006,society,58,975107
2006,environment/nature,58,975107
2006,society,58,975107
2006,environment/nature,58,975107
2006,society,58,975107
2006,education,33,382996
2006,personal/work,33,382996
2006,society,33,382996
2006,society,33,382996
2006,society,33,382996
2006,society,33,382996
2006,society,33,382996
2006,society,33,382996
2006,culture,105,1053758
2006,society,105,1053758
2006,society,105,1053758
2006,society,105,1053758
2006,society,105,1053758
2006,culture,494,5364639
2006,culture,494,5364639
2006,personal/work,494,5364639
2006,personal/work,494,5364639
2006,culture,494,5364639
2006,society,494,5364639
2006,personal/work,233,2434344
2006,society,233,2434344
2006,personal/work,233,2434344
2006,culture,233,2434344
2006,society,233,2434344
2006,society,233,2434344
2006,society,233,2434344
2006,society,233,2434344
2006,society,233,2434344
2006,personal/work,149,1536873
2006,culture,149,1536873
2006,society,149,1536873
2006,society,149,1536873
2006,education,149,1536873
2006,society,149,1536873
2006,society,149,1536873
2006,technology/science,149,1536873
2006,personal/work,52,904215
2006,personal/work,52,904215
2006,culture,52,904215
2006,personal/work,52,904215
2006,culture,52,904215
2006,culture,52,904215
2006,technology/science,52,904215
2006,culture,52,904215
2006,technology/science,52,904215
2006,personal/work,52,904215
2006,personal/work,578,10841210
2006,culture,578,10841210
2006,culture,578,10841210
2006,personal/work,578,10841210
2006,technology/science,578,10841210
2006,personal/work,578,10841210
2006,personal/work,578,10841210
2006,culture,95,1813665
2006,culture,95,1813665
2006,personal/work,95,1813665
2006,culture,95,1813665
2006,technology/science,95,1813665
2006,technology/science,95,1813665
2006,culture,199,2299265
2006,technology/science,199,2299265
2006,technology/science,199,2299265
2006,technology/science,199,2299265
2006,technology/science,199,2299265
2006,technology/science,199,2299265
2006,personal/work,199,2299265
2006,technology/science,199,2299265
2007,personal/work,85,673036
2007,technology/science,85,673036
2007,culture,85,673036
2007,technology/science,85,673036
2007,technology/science,85,673036
2007,technology/science,85,673036
2007,technology/science,85,673036
2007,technology/science,85,673036
2007,technology/science,85,673036
2007,technology/science,85,673036
2007,technology/science,499,1391142
2007,technology/science,499,1391142
2007,personal/work,499,1391142
2007,personal/work,499,1391142
2007,environment/nature,499,1391142
2007,culture,499,1391142
2007,technology/science,499,1391142
2007,technology/science,499,1391142
2007,environment/nature,499,1391142
2007,technology/science,499,1391142
2007,technology/science,371,2532851
2007,culture,371,2532851
2007,environment/nature,371,2532851
2007,culture,371,2532851
2007,technology/science,371,2532851
2007,education,371,2532851
2007,technology/science,371,2532851
2007,personal/work,59,882034
2007,culture,59,882034
2007,culture,59,882034
2007,technology/science,59,882034
2007,culture,59,882034
2007,technology/science,59,882034
2007,technology/science,59,882034
2007,technology/science,59,882034
2007,personal/work,59,882034
2007,technology/science,203,2121177
2007,environment/nature,203,2121177
2007,technology/science,203,2121177
2007,technology/science,203,2121177
2007,technology/science,203,2121177
2007,technology/science,203,2121177
2007,technology/science,203,2121177
2007,personal/work,203,2121177
2007,technology/science,203,2121177
2007,personal/work,130,1090180
2007,culture,130,1090180
2007,technology/science,130,1090180
2007,technology/science,130,1090180
2007,technology/science,130,1090180
2007,technology/science,47,684519
2007,culture,47,684519
2007,technology/science,47,684519
2007,technology/science,47,684519
2007,technology/science,47,684519
2007,education,47,684519
2007,education,47,684519
2007,technology/science,47,684519
2007,technology/science,47,684519
2007,personal/work,91,1409327
2007,personal/work,91,1409327
2007,culture,91,1409327
2007,technology/science,91,1409327
2007,education,91,1409327
2007,technology/science,91,1409327
2007,culture,91,1409327
2007,technology/science,91,1409327
2007,technology/science,91,1409327
2007,culture,222,3051507
2007,culture,222,3051507
2007,environment/nature,222,3051507
2007,culture,222,3051507
2007,technology/science,222,3051507
2007,technology/science,222,3051507
2007,education,111,978825
2007,technology/science,111,978825
2007,culture,111,978825
2007,culture,111,978825
2007,education,111,978825
2007,personal/work,111,978825
2007,culture,111,978825
2007,culture,111,978825
2007,technology/science,111,978825
2007,culture,111,978825
2007,personal/work,111,978825
2007,technology/science,111,978825
2007,education,28,442553
2007,personal/work,28,442553
2007,technology/science,28,442553
2007,education,28,442553
2007,technology/science,28,442553
2007,technology/science,28,442553
2007,technology/science,28,442553
2007,technology/science,28,442553
2007,technology/science,28,442553
2007,technology/science,64,691814
2007,technology/science,64,691814
2007,culture,64,691814
2007,education,64,691814
2007,technology/science,64,691814
2007,technology/science,64,691814
2007,technology/science,64,691814
2007,technology/science,64,691814
2007,technology/science,64,691814
2007,technology/science,64,691814
2007,personal/work,226,2441805
2007,culture,226,2441805
2007,personal/work,226,2441805
2007,technology/science,226,2441805
2007,education,226,2441805
2007,personal/work,226,2441805
2007,personal/work,226,2441805
2007,technology/science,226,2441805
2007,personal/work,226,2441805
2007,technology/science,97,849859
2007,education,97,849859
2007,personal/work,97,849859
2007,culture,97,849859
2007,technology/science,97,849859
2007,technology/science,97,849859
2007,technology/science,97,849859
2007,technology/science,97,849859
2007,education,89,1335732
2007,environment/nature,89,1335732
2007,environment/nature,89,1335732
2007,technology/science,89,1335732
2007,technology/science,89,1335732
2007,technology/science,89,1335732
2007,environment/nature,89,1335732
2007,environment/nature,89,1335732
2007,technology/science,89,1335732
2007,technology/science,89,1335732
2007,personal/work,107,1262674
2007,culture,107,1262674
2007,culture,107,1262674
2007,technology/science,107,1262674
2007,culture,107,1262674
2007,technology/science,107,1262674
2007,technology/science,107,1262674
2007,technology/science,107,1262674
2007,personal/work,107,1262674
2007,technology/science,107,1262674
2007,technology/science,161,1663001
2007,environment/nature,161,1663001
2007,culture,161,1663001
2007,environment/nature,161,1663001
2007,technology/science,161,1663001
2007,environment/nature,161,1663001
2007,culture,161,1663001
2007,technology/science,161,1663001
2007,personal/work,220,5570544
2007,personal/work,220,5570544
2007,personal/work,220,5570544
2007,culture,220,5570544
2007,technology/science,220,5570544
2007,personal/work,220,5570544
2007,technology/science,114,1520908
2007,culture,114,1520908
2007,technology/science,114,1520908
2007,education,114,1520908
2007,technology/science,114,1520908
2007,technology/science,114,1520908
2007,personal/work,114,1520908
2007,technology/science,114,1520908
2007,personal/work,88,2138907
2007,technology/science,88,2138907
2007,culture,88,2138907
2007,technology/science,88,2138907
2007,personal/work,88,2138907
2007,technology/science,88,2138907
2007,personal/work,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,education,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,technology/science,130,680134
2007,technology/science,49,690928
2007,personal/work,49,690928
2007,technology/science,49,690928
2007,personal/work,49,690928
2007,culture,49,690928
2007,technology/science,49,690928
2007,technology/science,49,690928
2007,technology/science,49,690928
2007,technology/science,49,690928
2007,personal/work,86,1762302
2007,culture,86,1762302
2007,technology/science,86,1762302
2007,personal/work,86,1762302
2007,technology/science,86,1762302
2007,environment/nature,107,1392010
2007,personal/work,107,1392010
2007,technology/science,107,1392010
2007,personal/work,107,1392010
2007,culture,107,1392010
2007,technology/science,107,1392010
2007,environment/nature,107,1392010
2007,technology/science,107,1392010
2007,technology/science,107,1392010
2007,technology/science,107,1392010
2007,technology/science,50,660909
2007,technology/science,50,660909
2007,culture,50,660909
2007,society,50,660909
2007,society,50,660909
2007,culture,78,867495
2007,personal/work,78,867495
2007,society,78,867495
2007,society,78,867495
2007,society,78,867495
2007,society,78,867495
2007,society,78,867495
2007,society,78,867495
2007,culture,40,395769
2007,culture,40,395769
2007,culture,40,395769
2007,culture,40,395769
2007,society,40,395769
2007,culture,40,395769
2007,personal/work,27,761930
2007,society,27,761930
2007,society,27,761930
2007,technology/science,27,761930
2007,technology/science,84,1149090
2007,personal/work,84,1149090
2007,culture,84,1149090
2007,personal/work,84,1149090
2007,technology/science,84,1149090
2007,personal/work,84,1149090
2007,technology/science,131,762264
2007,culture,131,762264
2007,technology/science,131,762264
2007,technology/science,131,762264
2007,personal/work,131,762264
2007,technology/science,131,762264
2007,technology/science,131,762264
2007,technology/science,127,1920434
2007,environment/nature,127,1920434
2007,technology/science,127,1920434
2007,environment/nature,127,1920434
2007,technology/science,127,1920434
2007,environment/nature,127,1920434
2007,technology/science,127,1920434
2007,environment/nature,127,1920434
2007,technology/science,127,1920434
2007,technology/science,127,1920434
2007,technology/science,34,560904
2007,environment/nature,34,560904
2007,technology/science,34,560904
2007,technology/science,34,560904
2007,technology/science,34,560904
2007,technology/science,34,560904
2007,technology/science,34,560904
2007,technology/science,34,560904
2007,environment/nature,34,560904
2007,technology/science,34,560904
2007,society,34,560904
2007,culture,47,606311
2007,culture,47,606311
2007,society,47,606311
2007,culture,47,606311
2007,culture,47,606311
2007,society,47,606311
2007,society,47,606311
2007,environment/nature,335,2197377
2007,environment/nature,335,2197377
2007,society,335,2197377
2007,culture,335,2197377
2007,society,335,2197377
2007,society,335,2197377
2007,personal/work,335,2197377
2007,education,335,2197377
2007,environment/nature,143,1697185
2007,culture,143,1697185
2007,society,143,1697185
2007,society,143,1697185
2007,environment/nature,143,1697185
2007,environment/nature,143,1697185
2007,society,143,1697185
2007,personal/work,143,1697185
2007,society,57,1115081
2007,environment/nature,57,1115081
2007,environment/nature,57,1115081
2007,society,57,1115081
2007,society,57,1115081
2007,society,57,1115081
2007,environment/nature,39,591379
2007,environment/nature,39,591379
2007,culture,39,591379
2007,culture,39,591379
2007,culture,39,591379
2007,culture,39,591379
2007,culture,34,398713
2007,culture,34,398713
2007,culture,34,398713
2007,culture,34,398713
2007,culture,34,398713
2007,personal/work,501,2676717
2007,personal/work,501,2676717
2007,personal/work,501,2676717
2007,culture,501,2676717
2007,culture,501,2676717
2007,personal/work,501,2676717
2007,personal/work,501,2676717
2007,technology/science,501,2676717
2007,personal/work,296,4165572
2007,culture,296,4165572
2007,culture,296,4165572
2007,culture,296,4165572
2007,culture,296,4165572
2007,society,231,1426390
2007,personal/work,231,1426390
2007,society,231,1426390
2007,society,231,1426390
2007,culture,231,1426390
2007,society,231,1426390
2007,environment/nature,231,1426390
2007,society,231,1426390
2007,society,231,1426390
2007,society,231,1426390
2007,personal/work,58,754700
2007,society,58,754700
2007,personal/work,58,754700
2007,society,58,754700
2007,education,58,754700
2007,education,58,754700
2007,society,58,754700
2007,society,58,754700
2007,technology/science,58,754700
2007,culture,58,643078
2007,personal/work,58,643078
2007,culture,58,643078
2007,technology/science,58,643078
2007,education,58,643078
2007,personal/work,58,643078
2007,personal/work,75,513672
2007,culture,75,513672
2007,culture,75,513672
2007,personal/work,75,513672
2007,culture,75,513672
2007,culture,75,513672
2007,culture,75,513672
2007,personal/work,50,428351
2007,culture,50,428351
2007,culture,50,428351
2007,culture,50,428351
2007,culture,50,428351
2007,culture,50,428351
2007,culture,50,428351
2007,personal/work,50,428351
2007,culture,50,428351
2007,culture,588,616385
2007,culture,588,616385
2007,technology/science,588,616385
2007,technology/science,588,616385
2007,environment/nature,588,616385
2007,technology/science,588,616385
2007,culture,588,616385
2007,culture,6404,4374792
2007,culture,6404,4374792
2007,culture,6404,4374792
2007,culture,6404,4374792
2007,technology/science,6404,4374792
2007,culture,49,609087
2007,culture,49,609087
2007,culture,49,609087
2007,culture,49,609087
2007,culture,39,443180
2007,culture,39,443180
2007,culture,39,443180
2007,culture,39,443180
2007,personal/work,42,904520
2007,culture,42,904520
2007,technology/science,42,904520
2007,culture,42,904520
2007,technology/science,42,904520
2007,technology/science,42,904520
2007,culture,67,717002
2007,education,67,717002
2007,culture,67,717002
2007,culture,67,717002
2007,culture,67,717002
2007,culture,67,717002
2007,technology/science,56,1451846
2007,personal/work,56,1451846
2007,personal/work,56,1451846
2007,personal/work,56,1451846
2007,culture,56,1451846
2007,technology/science,56,1451846
2007,technology/science,56,1451846
2007,technology/science,56,1451846
2007,culture,72,577502
2007,culture,72,577502
2007,culture,72,577502
2007,culture,72,577502
2007,culture,72,577502
2007,technology/science,72,577502
2007,technology/science,72,577502
2007,culture,72,577502
2007,environment/nature,328,1683456
2007,technology/science,328,1683456
2007,technology/science,328,1683456
2007,technology/science,328,1683456
2007,technology/science,328,1683456
2007,culture,328,1683456
2007,technology/science,328,1683456
2007,environment/nature,328,1683456
2007,technology/science,328,1683456
2007,personal/work,32,779873
2007,personal/work,32,779873
2007,culture,32,779873
2007,technology/science,32,779873
2007,education,32,779873
2007,technology/science,32,779873
2007,society,32,779873
2007,environment/nature,32,779873
2007,personal/work,99,940913
2007,personal/work,99,940913
2007,society,99,940913
2007,culture,99,940913
2007,society,99,940913
2007,society,99,940913
2007,society,99,940913
2007,society,99,940913
2007,society,99,940913
2007,society,230,1371482
2007,personal/work,230,1371482
2007,society,230,1371482
2007,technology/science,230,1371482
2007,personal/work,230,1371482
2007,personal/work,230,1371482
2007,technology/science,230,1371482
2007,technology/science,230,1371482
2007,environment/nature,87,870412
2007,environment/nature,87,870412
2007,environment/nature,87,870412
2007,environment/nature,87,870412
2007,environment/nature,87,870412
2007,technology/science,87,870412
2007,environment/nature,87,870412
2007,technology/science,87,870412
2007,technology/science,87,870412
2007,personal/work,260,4772595
2007,technology/science,260,4772595
2007,technology/science,260,4772595
2007,technology/science,260,4772595
2007,technology/science,260,4772595
2007,technology/science,260,4772595
2007,technology/science,260,4772595
2007,technology/science,260,4772595
2007,environment/nature,295,805111
2007,environment/nature,295,805111
2007,technology/science,295,805111
2007,environment/nature,295,805111
2007,technology/science,295,805111
2007,technology/science,295,805111
2007,technology/science,295,805111
2007,personal/work,127,1044185
2007,personal/work,127,1044185
2007,technology/science,127,1044185
2007,society,127,1044185
2007,society,127,1044185
2007,personal/work,127,1044185
2007,society,124,1479503
2007,society,124,1479503
2007,society,124,1479503
2007,society,124,1479503
2007,culture,220,1493606
2007,culture,220,1493606
2007,culture,220,1493606
2007,society,220,1493606
2007,personal/work,220,1493606
2007,society,220,1493606
2007,culture,220,1493606
2007,society,14,404402
2007,society,14,404402
2007,technology/science,14,404402
2007,personal/work,14,404402
2007,culture,14,404402
2007,technology/science,14,404402
2007,technology/science,14,404402
2007,technology/science,14,404402
2007,personal/work,14,404402
2007,personal/work,14,404402
2007,technology/science,14,404402
2007,culture,305,1136037
2007,technology/science,305,1136037
2007,technology/science,305,1136037
2007,technology/science,305,1136037
2007,technology/science,305,1136037
2007,technology/science,305,1136037
2007,technology/science,305,1136037
2007,culture,27,384641
2007,personal/work,27,384641
2007,culture,27,384641
2007,culture,27,384641
2007,culture,27,384641
2007,culture,27,384641
2007,culture,27,384641
2007,technology/science,22,308879
2007,education,22,308879
2007,technology/science,22,308879
2007,technology/science,22,308879
2007,technology/science,22,308879
2007,technology/science,261,3243784
2007,technology/science,261,3243784
2007,technology/science,261,3243784
2007,technology/science,261,3243784
2007,technology/science,261,3243784
2007,society,261,3243784
2007,society,261,3243784
2007,society,261,3243784
2007,society,261,3243784
2007,society,261,3243784
2007,technology/science,261,3243784
2007,society,240,1801117
2007,society,240,1801117
2007,society,240,1801117
2007,society,240,1801117
2007,environment/nature,240,1801117
2007,society,240,1801117
2007,society,240,1801117
2007,society,240,1801117
2007,society,240,1801117
2007,personal/work,392,1596067
2007,culture,392,1596067
2007,personal/work,392,1596067
2007,society,392,1596067
2007,society,392,1596067
2007,culture,392,1596067
2007,society,150,1427723
2007,society,150,1427723
2007,society,150,1427723
2007,technology/science,150,1427723
2007,technology/science,150,1427723
2007,technology/science,150,1427723
2007,technology/science,150,1427723
2007,technology/science,145,1049727
2007,culture,145,1049727
2007,technology/science,145,1049727
2007,technology/science,145,1049727
2007,technology/science,145,1049727
2007,technology/science,136,854967
2007,technology/science,136,854967
2007,technology/science,136,854967
2007,technology/science,136,854967
2007,technology/science,136,854967
2007,technology/science,136,854967
2007,technology/science,136,854967
2007,technology/science,126,1107307
2007,society,126,1107307
2007,culture,126,1107307
2007,society,126,1107307
2007,society,126,1107307
2007,culture,276,3387765
2007,society,276,3387765
2007,education,276,3387765
2007,personal/work,231,1788182
2007,society,231,1788182
2007,culture,231,1788182
2007,culture,231,1788182
2007,society,231,1788182
2007,society,231,1788182
2007,society,231,1788182
2007,society,231,1788182
2007,technology/science,231,1788182
2007,culture,80,558993
2007,society,80,558993
2007,society,80,558993
2007,society,80,558993
2007,society,97,648234
2007,personal/work,97,648234
2007,personal/work,97,648234
2007,society,97,648234
2007,society,97,648234
2007,society,97,648234
2007,society,97,648234
2007,society,97,648234
2007,technology/science,108,524049
2007,personal/work,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,technology/science,108,524049
2007,personal/work,108,524049
2007,technology/science,174,1543596
2007,environment/nature,174,1543596
2007,technology/science,174,1543596
2007,environment/nature,174,1543596
2007,technology/science,174,1543596
2007,personal/work,174,1543596
2007,education,174,1543596
2007,technology/science,174,1543596
2007,technology/science,31,335086
2007,personal/work,31,335086
2007,technology/science,31,335086
2007,society,31,335086
2007,society,31,335086
2007,society,150,1216429
2007,culture,150,1216429
2007,education,150,1216429
2007,society,150,1216429
2007,personal/work,150,1216429
2007,society,150,1216429
2007,society,77,561703
2007,culture,77,561703
2007,culture,77,561703
2007,society,77,561703
2007,culture,77,561703
2007,society,77,561703
2007,personal/work,77,561703
2007,personal/work,106,836269
2007,society,106,836269
2007,society,106,836269
2007,society,106,836269
2007,society,106,836269
2007,technology/science,106,836269
2007,technology/science,106,836269
2007,technology/science,106,836269
2007,personal/work,106,836269
2007,technology/science,60,531957
2007,personal/work,60,531957
2007,culture,60,531957
2007,culture,60,531957
2007,culture,60,531957
2007,culture,60,531957
2007,technology/science,60,531957
2007,technology/science,36,416603
2007,culture,36,416603
2007,culture,36,416603
2007,culture,36,416603
2007,culture,36,416603
2007,personal/work,49,727247
2007,culture,49,727247
2007,culture,49,727247
2007,technology/science,49,727247
2007,culture,49,727247
2007,technology/science,49,727247
2007,technology/science,49,727247
2007,culture,102,1575699
2007,technology/science,102,1575699
2007,technology/science,102,1575699
2007,technology/science,102,1575699
2007,technology/science,102,1575699
2007,technology/science,102,1575699
2007,technology/science,102,1575699
2007,technology/science,102,1575699
2007,society,102,1575699
2007,society,102,1575699
2007,education,151,1013063
2007,culture,151,1013063
2007,education,151,1013063
2007,culture,151,1013063
2007,education,151,1013063
2007,society,126,722877
2007,personal/work,126,722877
2007,society,126,722877
2007,society,126,722877
2007,society,126,722877
2007,society,126,722877
2007,society,126,722877
2007,environment/nature,304,3982352
2007,culture,304,3982352
2007,environment/nature,304,3982352
2007,personal/work,304,3982352
2007,society,304,3982352
2007,society,304,3982352
2007,culture,304,3982352
2007,society,304,3982352
2007,society,304,3982352
2007,personal/work,124,1914263
2007,culture,124,1914263
2007,education,124,1914263
2007,society,124,1914263
2007,society,124,1914263
2007,personal/work,677,2063367
2007,personal/work,677,2063367
2007,culture,677,2063367
2007,society,677,2063367
2007,culture,677,2063367
2007,society,677,2063367
2007,society,677,2063367
2007,society,677,2063367
2007,culture,164,507997
2007,culture,164,507997
2007,technology/science,164,507997
2007,personal/work,164,507997
2007,technology/science,164,507997
2007,technology/science,164,507997
2007,technology/science,65,913666
2007,technology/science,65,913666
2007,technology/science,65,913666
2007,technology/science,65,913666
2007,environment/nature,65,913666
2007,personal/work,65,913666
2007,technology/science,65,913666
2007,technology/science,65,913666
2007,culture,83,1215947
2007,technology/science,83,1215947
